"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 00:00","2020","08","01","00:00","22.4","","15.4","","65","","0.0","","2","","5","","","","97.35","","27","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 01:00","2020","08","01","01:00","18.6","","14.4","","77","","0.0","","36","","6","","","","97.38","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 02:00","2020","08","01","02:00","16.7","","14.2","","85","","0.0","","36","","4","","","","97.43","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 03:00","2020","08","01","03:00","16.5","","14.4","","87","","0.0","","36","","3","","","","97.45","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 04:00","2020","08","01","04:00","14.9","","13.7","","92","","0.0","","35","","4","","","","97.44","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 05:00","2020","08","01","05:00","16.4","","16.0","","97","","0.0","","2","","7","","","","97.44","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 06:00","2020","08","01","06:00","15.8","","15.4","","97","","0.0","","2","","7","","","","97.43","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 07:00","2020","08","01","07:00","15.2","","14.1","","93","","0.0","","2","","4","","","","97.40","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 08:00","2020","08","01","08:00","14.6","","14.5","","99","","0.0","","2","","4","","","","97.37","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 09:00","2020","08","01","09:00","15.7","","15.6","","99","","0.0","","2","","5","","","","97.38","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 10:00","2020","08","01","10:00","14.7","","14.6","","99","","0.0","","2","","4","","","","97.40","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 11:00","2020","08","01","11:00","16.5","","16.4","","99","","0.0","","2","","4","","","","97.42","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 12:00","2020","08","01","12:00","19.1","","17.4","","89","","0.0","","4","","5","","","","97.45","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 13:00","2020","08","01","13:00","20.8","","16.9","","79","","0.2","","3","","4","","","","97.46","","26","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 14:00","2020","08","01","14:00","23.5","","17.3","","68","","0.0","","9","","4","","","","97.46","","29","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 15:00","2020","08","01","15:00","24.8","","15.5","","56","","0.2","","15","","3","","","","97.44","","29","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 16:00","2020","08","01","16:00","24.3","","13.7","","52","","0.0","","24","","7","","","","97.42","","27","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 17:00","2020","08","01","17:00","26.5","","13.2","","44","","0.2","","19","","6","","","","97.38","","29","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 18:00","2020","08","01","18:00","25.9","","13.5","","46","","0.0","","24","","2","","","","97.34","","29","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 19:00","2020","08","01","19:00","25.7","","13.6","","47","","0.0","","18","","5","","","","97.30","","29","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 20:00","2020","08","01","20:00","26.3","","14.8","","49","","0.0","","","","0","","","","97.24","","30","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 21:00","2020","08","01","21:00","28.0","","14.2","","43","","0.0","","24","","6","","","","97.20","","31","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 22:00","2020","08","01","22:00","27.9","","14.8","","45","","0.0","","23","","2","","","","97.18","","32","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-01 23:00","2020","08","01","23:00","27.0","","14.0","","45","","0.0","","23","","8","","","","97.16","","30","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 00:00","2020","08","02","00:00","25.5","","15.3","","53","","0.0","","24","","4","","","","97.16","","30","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 01:00","2020","08","02","01:00","20.7","","14.3","","67","","0.0","","23","","5","","","","97.16","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 02:00","2020","08","02","02:00","20.5","","13.9","","66","","0.0","","20","","7","","","","97.19","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 03:00","2020","08","02","03:00","19.8","","14.3","","71","","0.0","","22","","8","","","","97.19","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 04:00","2020","08","02","04:00","17.4","","13.3","","77","","0.0","","22","","6","","","","97.15","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 05:00","2020","08","02","05:00","16.9","","14.2","","85","","0.0","","26","","4","","","","97.12","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 06:00","2020","08","02","06:00","18.6","","16.2","","86","","0.0","","2","","7","","","","97.06","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 07:00","2020","08","02","07:00","18.9","","17.6","","92","","0.0","","2","","8","","","","97.00","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 08:00","2020","08","02","08:00","18.2","","17.2","","94","","0.0","","2","","10","","","","96.94","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 09:00","2020","08","02","09:00","17.9","","17.2","","96","","0.0","","2","","9","","","","96.92","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 10:00","2020","08","02","10:00","17.9","","16.3","","90","","0.0","","1","","10","","","","96.88","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 11:00","2020","08","02","11:00","18.4","","16.7","","90","","0.0","","2","","11","","","","96.86","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 12:00","2020","08","02","12:00","19.1","","17.3","","89","","0.0","","2","","10","","","","96.81","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 13:00","2020","08","02","13:00","20.0","","17.4","","85","","0.0","","5","","10","","","","96.83","","26","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 14:00","2020","08","02","14:00","20.5","","17.0","","80","","0.0","","5","","11","","","","96.81","","26","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 15:00","2020","08","02","15:00","20.1","","17.5","","85","","0.0","","6","","9","","","","96.78","","26","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 16:00","2020","08","02","16:00","21.0","","17.3","","79","","0.0","","3","","12","","","","96.76","","26","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 17:00","2020","08","02","17:00","20.1","","18.5","","90","","0.0","","7","","8","","","","96.76","","26","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 18:00","2020","08","02","18:00","18.9","","18.0","","95","","7.5","","4","","18","","","","96.72","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-08-02 19:00","2020","08","02","19:00","18.8","","18.1","","96","","2.6","","2","","13","","","","96.70","","","","","","NA"
