"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 00:00","2020","10","01","00:00","9.7","","8.2","","90","","0.0","","27","","5","","","","95.72","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 01:00","2020","10","01","01:00","9.1","","8.2","","94","","0.1","","25","","6","","","","95.80","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 02:00","2020","10","01","02:00","8.3","","7.7","","96","","0.0","","23","","7","","","","95.86","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 03:00","2020","10","01","03:00","8.0","","7.4","","96","","0.0","","28","","5","","","","95.89","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 04:00","2020","10","01","04:00","7.7","","7.1","","96","","0.0","","29","","6","","","","95.94","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 05:00","2020","10","01","05:00","7.3","","7.0","","98","","0.0","","28","","6","","","","95.99","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 06:00","2020","10","01","06:00","7.3","","7.0","","98","","0.0","","29","","6","","","","96.02","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 07:00","2020","10","01","07:00","7.5","","7.2","","98","","0.0","","28","","5","","","","96.07","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 08:00","2020","10","01","08:00","7.6","","7.3","","98","","0.0","","26","","5","","","","96.11","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2020-10-01 09:00","2020","10","01","09:00","7.7","","7.3","","98","","0.0","","26","","5","","","","96.17","","","","","","NA"
