"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 00:00","2021","01","01","00:00","-3.9","","-6.8","","80","","0.0","","22","","8","","","","98.18","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 01:00","2021","01","01","01:00","-4.0","","-6.3","","84","","0.0","","21","","10","","","","98.27","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 02:00","2021","01","01","02:00","-3.4","","-6.7","","78","","0.0","","24","","13","","","","98.37","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 03:00","2021","01","01","03:00","-3.2","","-7.2","","74","","0.0","","25","","11","","","","98.42","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 04:00","2021","01","01","04:00","-3.4","","-7.8","","72","","0.0","","25","","14","","","","98.50","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 05:00","2021","01","01","05:00","-3.6","","-8.3","","70","","0.0","","26","","11","","","","98.53","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 06:00","2021","01","01","06:00","-3.8","","-8.0","","72","","0.0","","26","","7","","","","98.46","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 07:00","2021","01","01","07:00","-4.5","","-7.5","","79","","0.0","","21","","8","","","","98.45","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 08:00","2021","01","01","08:00","-4.3","","-7.2","","80","","0.0","","18","","10","","","","98.51","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 09:00","2021","01","01","09:00","-4.5","","-7.0","","83","","0.0","","21","","11","","","","98.53","","","","-9","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 10:00","2021","01","01","10:00","-4.4","","-6.9","","83","","0.0","","22","","13","","","","98.53","","","","-9","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 11:00","2021","01","01","11:00","-4.3","","-6.6","","84","","0.0","","21","","15","","","","98.55","","","","-10","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 12:00","2021","01","01","12:00","-4.2","","-7.2","","79","","0.0","","21","","15","","","","98.55","","","","-10","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 13:00","2021","01","01","13:00","-3.9","","-7.8","","74","","0.0","","25","","12","","","","98.58","","","","-9","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 14:00","2021","01","01","14:00","-3.5","","-7.6","","74","","0.0","","25","","10","","","","98.56","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 15:00","2021","01","01","15:00","-3.0","","-7.1","","73","","0.0","","24","","14","","","","98.59","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 16:00","2021","01","01","16:00","-3.0","","-6.4","","77","","0.0","","21","","9","","","","98.52","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 17:00","2021","01","01","17:00","-2.3","","-6.7","","72","","0.0","","17","","4","","","","98.35","","","","-4","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 18:00","2021","01","01","18:00","-2.1","","-6.3","","73","","0.0","","18","","8","","","","98.16","","","","-5","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 19:00","2021","01","01","19:00","-2.0","","-6.1","","73","","0.0","","17","","9","","","","98.04","","","","-5","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 20:00","2021","01","01","20:00","-2.0","","-5.5","","77","","0.0","","16","","11","","","","97.95","","","","-6","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 21:00","2021","01","01","21:00","-2.2","","-5.2","","80","","0.0","","17","","13","","","","97.95","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 22:00","2021","01","01","22:00","-2.4","","-4.6","","85","","0.0","","16","","8","","","","97.92","","","","-6","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-01 23:00","2021","01","01","23:00","-2.6","","-5.3","","81","","0.0","","14","","13","","","","97.75","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 00:00","2021","01","02","00:00","-3.3","","-5.9","","82","","0.0","","11","","9","","","","97.61","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 01:00","2021","01","02","01:00","-3.5","","-6.1","","82","","0.0","","10","","9","","","","97.56","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 02:00","2021","01","02","02:00","-3.6","","-6.1","","83","","0.0","","9","","10","","","","97.44","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 03:00","2021","01","02","03:00","-3.7","","-6.4","","81","","0.0","","8","","11","","","","97.36","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 04:00","2021","01","02","04:00","-3.8","","-6.2","","83","","0.0","","7","","11","","","","97.23","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 05:00","2021","01","02","05:00","-3.8","","-6.1","","84","","0.0","","7","","11","","","","97.09","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 06:00","2021","01","02","06:00","-3.8","","-6.0","","85","","0.0","","4","","10","","","","97.01","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 07:00","2021","01","02","07:00","-3.7","","-5.7","","86","","0.0","","6","","10","","","","96.99","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 08:00","2021","01","02","08:00","-3.6","","-5.5","","87","","0.0","","3","","12","","","","96.99","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-01-02 09:00","2021","01","02","09:00","-3.7","","-5.4","","88","","0.0","","1","","9","","","","96.99","","","","-7","","NA"
