"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 00:00","2021","04","01","00:00","-0.5","","-10.3","","47","","0.0","","32","","9","","","","97.49","","","","-4","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 01:00","2021","04","01","01:00","-1.3","","-8.7","","57","","0.0","","34","","14","","","","97.63","","","","-6","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 02:00","2021","04","01","02:00","-3.4","","-6.9","","77","","0.0","","2","","18","","","","97.76","","","","-9","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 03:00","2021","04","01","03:00","-3.5","","-8.9","","66","","0.0","","2","","21","","","","97.79","","","","-10","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 04:00","2021","04","01","04:00","-4.3","","-11.5","","57","","0.0","","1","","24","","","","97.83","","","","-11","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 05:00","2021","04","01","05:00","-5.1","","-13.3","","52","","0.0","","1","","23","","","","97.88","","","","-12","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 06:00","2021","04","01","06:00","-6.2","","-13.3","","57","","0.0","","1","","21","","","","97.94","","","","-13","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 07:00","2021","04","01","07:00","-8.3","","-14.9","","59","","0.0","","36","","22","","","","98.00","","","","-16","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 08:00","2021","04","01","08:00","-9.8","","-15.5","","63","","0.0","","1","","20","","","","98.07","","","","-18","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 09:00","2021","04","01","09:00","-11.0","","-16.6","","63","","0.0","","36","","20","","","","98.08","","","","-19","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 10:00","2021","04","01","10:00","-11.4","","-17.1","","63","","0.0","","1","","27","","","","98.12","","","","-21","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 11:00","2021","04","01","11:00","-11.6","","-17.1","","64","","0.0","","1","","26","","","","98.20","","","","-21","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 12:00","2021","04","01","12:00","-11.3","","-16.8","","64","","0.0","","2","","26","","","","98.25","","","","-21","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 13:00","2021","04","01","13:00","-10.0","","-15.8","","62","","0.0","","1","","23","","","","98.27","","","","-18","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 14:00","2021","04","01","14:00","-9.2","","-16.6","","55","","0.0","","1","","26","","","","98.30","","","","-18","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 15:00","2021","04","01","15:00","-7.7","","-16.9","","48","","0.0","","1","","27","","","","98.33","","","","-16","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 16:00","2021","04","01","16:00","-6.0","","-17.0","","42","","0.0","","2","","28","","","","98.34","","","","-14","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 17:00","2021","04","01","17:00","-4.6","","-19.2","","31","","0.0","","2","","24","","","","98.36","","","","-12","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 18:00","2021","04","01","18:00","-2.9","","-19.6","","26","","0.0","","2","","27","","","","98.33","","","","-10","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 19:00","2021","04","01","19:00","-1.7","","-19.2","","25","","0.0","","2","","28","","","","98.32","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 20:00","2021","04","01","20:00","-1.0","","-19.4","","23","","0.0","","1","","23","","","","98.31","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 21:00","2021","04","01","21:00","-0.8","","-19.0","","24","","0.0","","1","","22","","","","98.33","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 22:00","2021","04","01","22:00","-1.3","","-20.4","","22","","0.0","","36","","23","","","","98.36","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-01 23:00","2021","04","01","23:00","-1.7","","-19.3","","25","","0.0","","1","","16","","","","98.40","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 00:00","2021","04","02","00:00","-2.7","","-19.6","","26","","0.0","","36","","18","","","","98.44","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 01:00","2021","04","02","01:00","-3.8","","-18.7","","30","","0.0","","36","","10","","","","98.52","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 02:00","2021","04","02","02:00","-4.6","","-18.4","","33","","0.0","","36","","8","","","","98.55","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 03:00","2021","04","02","03:00","-5.0","","-18.4","","34","","0.0","","36","","9","","","","98.57","","","","-9","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 04:00","2021","04","02","04:00","-5.9","","-18.3","","37","","0.0","","35","","8","","","","98.57","","","","-10","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 05:00","2021","04","02","05:00","-6.5","","-18.1","","39","","0.0","","35","","9","","","","98.59","","","","-11","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 06:00","2021","04","02","06:00","-7.6","","-18.2","","43","","0.0","","35","","7","","","","98.63","","","","-11","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 07:00","2021","04","02","07:00","-8.1","","-17.9","","45","","0.0","","36","","9","","","","98.63","","","","-13","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 08:00","2021","04","02","08:00","-8.5","","-17.6","","48","","0.0","","1","","8","","","","98.64","","","","-13","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 09:00","2021","04","02","09:00","-9.4","","-17.5","","52","","0.0","","35","","8","","","","98.67","","","","-14","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 10:00","2021","04","02","10:00","-10.3","","-17.7","","55","","0.0","","32","","8","","","","98.73","","","","-15","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 11:00","2021","04","02","11:00","-10.5","","-17.8","","55","","0.0","","33","","7","","","","98.78","","","","-15","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 12:00","2021","04","02","12:00","-8.9","","-16.8","","53","","0.0","","34","","8","","","","98.85","","","","-13","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 13:00","2021","04","02","13:00","-6.6","","-17.8","","41","","0.0","","36","","11","","","","98.87","","","","-12","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 14:00","2021","04","02","14:00","-5.0","","-17.7","","36","","0.0","","3","","12","","","","98.87","","","","-10","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 15:00","2021","04","02","15:00","-3.5","","-16.6","","36","","0.0","","5","","14","","","","98.86","","","","-9","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 16:00","2021","04","02","16:00","-1.8","","-17.4","","29","","0.0","","3","","15","","","","98.80","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 17:00","2021","04","02","17:00","-0.2","","-15.8","","30","","0.0","","6","","19","","","","98.71","","","","-5","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 18:00","2021","04","02","18:00","0.9","","-16.3","","26","","0.0","","6","","18","","","","98.63","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 19:00","2021","04","02","19:00","2.4","","-17.0","","22","","0.0","","2","","8","","","","98.55","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 20:00","2021","04","02","20:00","3.4","","-17.5","","20","","0.0","","3","","7","","","","98.46","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 21:00","2021","04","02","21:00","4.2","","-18.2","","18","","0.0","","33","","11","","","","98.41","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 22:00","2021","04","02","22:00","4.8","","-18.4","","17","","0.0","","32","","9","","","","98.35","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-02 23:00","2021","04","02","23:00","3.8","","-17.4","","20","","0.0","","6","","5","","","","98.33","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 00:00","2021","04","03","00:00","1.2","","-16.3","","26","","0.0","","10","","4","","","","98.29","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 01:00","2021","04","03","01:00","-0.3","","-12.7","","39","","0.0","","25","","7","","","","98.32","","","","-3","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 02:00","2021","04","03","02:00","-0.9","","-12.4","","41","","0.0","","24","","9","","","","98.29","","","","-4","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 03:00","2021","04","03","03:00","-1.5","","-12.5","","43","","0.0","","24","","11","","","","98.27","","","","-5","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 04:00","2021","04","03","04:00","-3.0","","-11.9","","50","","0.0","","24","","8","","","","98.20","","","","-6","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 05:00","2021","04","03","05:00","-3.1","","-11.4","","53","","0.0","","24","","13","","","","98.17","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 06:00","2021","04","03","06:00","-3.5","","-11.3","","55","","0.0","","23","","12","","","","98.17","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 07:00","2021","04","03","07:00","-3.6","","-11.4","","55","","0.0","","25","","11","","","","98.17","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 08:00","2021","04","03","08:00","-4.1","","-10.1","","63","","0.0","","25","","8","","","","98.12","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 09:00","2021","04","03","09:00","-5.2","","-9.1","","74","","0.0","","22","","6","","","","98.07","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 10:00","2021","04","03","10:00","-4.8","","-8.3","","77","","0.0","","20","","10","","","","98.04","","","","-9","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 11:00","2021","04","03","11:00","-3.5","","-7.7","","73","","0.0","","19","","14","","","","98.00","","","","-9","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 12:00","2021","04","03","12:00","-2.9","","-5.6","","82","","0.0","","19","","16","","","","97.98","","","","-8","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 13:00","2021","04","03","13:00","-1.8","","-4.0","","85","","0.0","","18","","17","","","","97.89","","","","-7","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 14:00","2021","04","03","14:00","0.9","","-2.7","","76","","0.0","","20","","20","","","","97.85","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 15:00","2021","04","03","15:00","2.9","","-3.4","","63","","0.0","","20","","24","","","","97.79","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 16:00","2021","04","03","16:00","4.3","","-3.7","","56","","0.0","","21","","27","","","","97.75","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 17:00","2021","04","03","17:00","6.4","","-3.1","","51","","0.0","","21","","24","","","","97.70","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 18:00","2021","04","03","18:00","8.0","","-3.5","","44","","0.0","","21","","24","","","","97.63","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 19:00","2021","04","03","19:00","7.6","","-6.0","","37","","0.0","","21","","27","","","","97.60","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 20:00","2021","04","03","20:00","7.5","","-6.6","","36","","0.2","","20","","34","","","","97.57","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 21:00","2021","04","03","21:00","5.9","","-6.3","","41","","0.0","","22","","28","","","","97.57","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 22:00","2021","04","03","22:00","5.2","","-4.3","","50","","0.0","","21","","26","","","","97.58","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-03 23:00","2021","04","03","23:00","5.3","","-4.2","","50","","0.0","","21","","18","","","","97.60","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 00:00","2021","04","04","00:00","3.5","","-4.7","","55","","0.0","","22","","15","","","","97.61","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 01:00","2021","04","04","01:00","2.1","","-4.4","","62","","0.0","","19","","13","","","","97.61","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 02:00","2021","04","04","02:00","1.3","","-4.0","","68","","0.0","","19","","12","","","","97.63","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 03:00","2021","04","04","03:00","0.0","","-3.7","","76","","0.0","","21","","13","","","","97.62","","","","-4","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 04:00","2021","04","04","04:00","-1.1","","-4.0","","80","","0.0","","22","","13","","","","97.63","","","","-5","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 05:00","2021","04","04","05:00","-1.1","","-3.9","","81","","0.0","","21","","9","","","","97.67","","","","-4","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 06:00","2021","04","04","06:00","-1.9","","-4.9","","80","","0.0","","22","","10","","","","97.65","","","","-6","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 07:00","2021","04","04","07:00","-0.8","","-3.4","","83","","0.0","","22","","6","","","","97.68","","","","-3","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 08:00","2021","04","04","08:00","-0.8","","-3.8","","80","","0.0","","33","","5","","","","97.71","","","","-2","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 09:00","2021","04","04","09:00","0.3","","-3.2","","77","","0.0","","32","","7","","","","97.73","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 10:00","2021","04","04","10:00","-0.2","","-4.4","","73","","0.0","","36","","9","","","","97.78","","","","-3","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 11:00","2021","04","04","11:00","-1.0","","-4.6","","77","","0.0","","34","","7","","","","97.87","","","","-4","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 12:00","2021","04","04","12:00","1.5","","-4.1","","66","","0.0","","36","","9","","","","97.94","","","","","","NA"
"-80.80","46.63","SUDBURY CLIMATE","6068145","2021-04-04 13:00","2021","04","04","13:00","4.2","","-3.4","","58","","0.0","","36","","11","","","","97.97","","","","","","NA"
